date,open,high,low,close,volume
2017-05-15,1784.0,1784.0,1682.56,1705.48,22943567.22
2017-05-16,1705.48,1750.0,1641.22,1700.01,28117414.51
2017-05-17,1700.01,1840.42,1670.01,1782.99,31587033.39
2017-05-18,1782.99,1881.8,1766.33,1878.99,21764514.72
2017-05-19,1878.99,1969.99,1874.99,1958.0,27201808.7
2017-05-20,1958.0,2021.0,1914.0,2013.99,24244964.0
2017-05-21,2013.99,2063.11,1961.52,2017.55,13647083.74
2017-05-22,2017.55,2230.34,2008.75,2099.97,32452142.3
2017-05-23,2099.97,2275.0,2088.45,2264.23,31139771.52
2017-05-24,2264.23,2481.75,2264.23,2420.29,52778575.76
2017-05-25,2420.29,2760.1,2221.0,2292.53,82965665.93
2017-05-26,2292.53,2599.12,2060.0,2279.82,66000848.39
2017-05-27,2279.82,2339.94,1850.0,2042.0,54093115.87
2017-05-28,2042.0,2313.96,2041.48,2178.81,33633799.51
2017-05-29,2178.81,2350.0,2110.0,2292.1,27345796.01
2017-05-30,2292.1,2339.08,2160.0,2203.51,31432708.32
2017-05-31,2203.51,2334.0,2154.28,2298.01,36853820.79
2017-06-01,2298.01,2456.39,2296.81,2413.63,43968591.95
2017-06-02,2413.63,2489.0,2370.03,2488.94,30173071.82
2017-06-03,2488.94,2584.34,2445.0,2540.94,27285983.07
2017-06-04,2540.94,2569.0,2460.0,2530.27,22259945.52
2017-06-05,2530.27,2699.35,2525.28,2698.0,31915607.88
2017-06-06,2698.0,2933.0,2689.4,2880.74,75184117.96
2017-06-07,2880.74,2893.28,2612.5,2683.03,47189507.3
2017-06-08,2683.03,2815.0,2613.13,2806.0,36422409.92
2017-06-09,2806.0,2868.23,2780.43,2822.32,22701149.15
2017-06-10,2822.32,2912.98,2800.0,2899.99,27422781.42
2017-06-11,2899.99,2967.46,2861.53,2954.22,19889398.37
2017-06-12,2954.22,2980.0,2480.03,2667.06,85786969.44
2017-06-13,2667.06,2783.62,2638.62,2703.02,43568709.95
2017-06-14,2703.02,2801.0,2320.0,2450.0,76083640.16
2017-06-15,2450.0,2516.2,2120.0,2424.91,84920570.37
2017-06-16,2424.91,2540.0,2307.66,2484.68,33826420.1
2017-06-17,2484.68,2674.4,2420.53,2630.0,28555923.68
2017-06-18,2630.0,2665.0,2460.62,2516.98,24021728.81
2017-06-19,2516.98,2598.0,2480.96,2598.0,26993977.69
2017-06-20,2598.0,2783.0,2581.0,2740.0,42537518.87
2017-06-21,2740.0,2789.0,2611.0,2657.04,42292796.44
2017-06-22,2657.04,2740.0,2594.61,2713.48,28950475.51
2017-06-23,2713.48,2745.0,2657.46,2685.05,22339917.54
2017-06-24,2685.05,2724.96,2512.13,2557.66,34941154.41
2017-06-25,2557.66,2635.72,2432.0,2502.03,26249953.89
2017-06-26,2502.03,2550.03,2315.01,2421.22,54077563.86
2017-06-27,2421.22,2565.0,2291.0,2565.0,45725060.61
2017-06-28,2565.0,2593.0,2468.01,2559.9,31054748.58
2017-06-29,2559.9,2594.78,2500.31,2541.59,20745883.75
2017-06-30,2541.59,2564.58,2451.0,2465.49,21937499.3
2017-07-01,2465.49,2517.11,2390.0,2412.41,21694860.67
2017-07-02,2412.41,2528.72,2374.34,2504.37,21373737.73
2017-07-03,2504.37,2595.0,2472.68,2550.47,29211425.51
2017-07-04,2550.47,2639.47,2540.07,2596.12,25084134.62
2017-07-05,2596.12,2623.0,2530.1,2602.9,27944609.56
2017-07-06,2602.9,2614.0,2522.0,2600.39,21512892.56
2017-07-07,2600.39,2605.0,2475.0,2501.46,23866443.45
2017-07-08,2501.46,2555.0,2462.0,2550.07,13570951.58
2017-07-09,2550.07,2564.65,2500.5,2502.28,11357689.63
2017-07-10,2502.28,2527.88,2261.85,2323.45,41625857.69
2017-07-11,2323.45,2399.0,2242.62,2305.98,41135309.34
2017-07-12,2305.98,2408.84,2239.54,2388.0,30250318.76
2017-07-13,2388.0,2425.16,2312.93,2339.99,19953094.82
2017-07-14,2339.99,2357.84,2140.0,2213.37,28223890.84
2017-07-15,2213.37,2219.99,1967.65,1970.51,40917690.02
2017-07-16,1970.51,2044.44,1830.0,1917.63,49004259.73
2017-07-17,1917.63,2229.97,1910.57,2226.0,55012387.35
2017-07-18,2226.0,2392.0,2164.0,2303.71,57642999.9
2017-07-19,2303.71,2402.5,2223.0,2265.21,39243957.64
2017-07-20,2265.21,2938.0,2265.21,2875.03,80333454.15
2017-07-21,2875.03,2887.45,2611.39,2670.0,56427932.93
2017-07-22,2670.0,2882.0,2644.59,2832.71,35783389.64
2017-07-23,2832.71,2855.0,2640.0,2749.02,30306854.43
2017-07-24,2749.02,2800.0,2701.0,2759.98,27562683.88
2017-07-25,2759.98,2775.79,2450.0,2564.82,55118584.1
2017-07-26,2564.82,2608.96,2400.0,2524.99,44074589.03
2017-07-27,2524.99,2695.0,2509.63,2666.33,30468221.16
2017-07-28,2666.33,2825.0,2655.82,2777.01,38653272.36
2017-07-29,2777.01,2785.65,2631.78,2680.56,29153822.62
2017-07-30,2680.56,2774.45,2569.69,2742.37,25842024.03
2017-07-31,2742.37,2889.99,2680.01,2855.81,30771946.97
2017-08-01,2855.81,2929.17,2615.0,2731.0,34305116.96
2017-08-02,2731.0,2760.0,2650.0,2703.51,25679084.59
2017-08-03,2703.51,2807.44,2698.83,2793.37,21938228.66
2017-08-04,2793.37,2877.52,2765.91,2855.0,21650042.13
2017-08-05,2855.0,3339.66,2848.32,3263.62,53855576.01
2017-08-06,3263.62,3296.51,3146.1,3222.75,19412655.97
2017-08-07,3222.75,3430.0,3186.0,3387.55,40212285.97
2017-08-08,3387.55,3490.0,3300.0,3412.41,54033180.58
2017-08-09,3412.41,3423.1,3178.72,3342.99,47303195.92
2017-08-10,3342.99,3448.0,3311.17,3413.03,30646612.36
2017-08-11,3413.03,3705.0,3390.67,3645.06,41873464.0
2017-08-12,3645.06,3934.0,3586.95,3855.1,46761411.29
2017-08-13,3855.1,4190.0,3841.71,4053.87,63638815.67
2017-08-14,4053.87,4329.43,3964.96,4306.23,59827087.21
2017-08-15,4306.23,4400.0,3800.0,4155.67,104581194.25
2017-08-16,4155.67,4379.78,3926.06,4378.84,54192791.68
2017-08-17,4378.84,4480.0,4167.21,4276.5,63198384.95
2017-08-18,4276.5,4368.0,3964.96,4100.0,72432096.0
2017-08-19,4100.0,4188.0,3900.0,4099.55,60597363.73
2017-08-20,4099.55,4125.95,4000.0,4058.68,25281427.99
2017-08-21,4058.68,4080.0,3949.78,3987.52,39194496.37
2017-08-22,3987.52,4139.31,3600.0,4085.0,91500637.87
2017-08-23,4085.0,4248.97,4051.94,4108.12,62086390.53
2017-08-24,4108.12,4350.0,4082.57,4300.34,45158907.08
2017-08-25,4300.34,4449.98,4270.0,4355.98,42239588.77
2017-08-26,4355.98,4369.78,4232.43,4333.38,28226249.72
2017-08-27,4333.38,4393.3,4290.32,4337.68,17115061.37
2017-08-28,4337.68,4399.72,4169.01,4379.99,37056561.52
2017-08-29,4379.99,4649.78,4336.26,4578.82,53470073.42
2017-08-30,4578.82,4642.22,4479.0,4573.2,39221767.23
2017-08-31,4573.2,4765.21,4566.66,4734.26,41680053.91
2017-09-01,4734.26,4935.0,4671.09,4921.7,73806190.52
2017-09-02,4921.7,4979.9,4488.5,4599.9,79450494.42
2017-09-03,4599.9,4700.0,4385.0,4606.26,51073979.31
2017-09-04,4606.26,4613.97,4058.5,4277.0,107556542.05
2017-09-05,4277.0,4474.88,4001.93,4396.52,88387794.12
2017-09-06,4396.52,4649.23,4356.42,4605.8,75215090.16
2017-09-07,4605.8,4674.34,4475.0,4615.0,42404174.64
2017-09-08,4615.0,4679.97,4125.99,4312.0,103400550.32
2017-09-09,4312.0,4379.78,4164.0,4308.72,42672278.95
2017-09-10,4308.72,4322.44,4010.0,4226.22,61000822.58
2017-09-11,4226.22,4353.49,4092.4,4207.31,46993960.17
2017-09-12,4207.31,4377.65,4080.0,4172.56,56085500.46
2017-09-13,4172.56,4179.14,3720.01,3865.34,115047415.38
2017-09-14,3865.34,3921.74,3210.0,3227.79,145677912.44
2017-09-15,3227.79,3820.0,2977.0,3700.01,201603301.27
2017-09-16,3700.01,3872.9,3500.0,3678.93,84682175.88
2017-09-17,3678.93,3772.52,3463.0,3662.99,42610629.87
2017-09-18,3662.99,4122.7,3659.42,4101.6,67884703.07
2017-09-19,4101.6,4119.7,3848.35,3888.8,60296939.36
2017-09-20,3888.8,4050.0,3820.56,3874.46,45755993.66
2017-09-21,3874.46,3914.0,3573.0,3617.05,66991792.86
2017-09-22,3617.05,3761.84,3514.0,3612.18,54095681.79
2017-09-23,3612.18,3810.25,3552.0,3779.17,37543313.88
2017-09-24,3779.17,3783.25,3615.0,3664.22,24002945.44
2017-09-25,3664.22,3968.59,3658.39,3918.0,57436091.87
2017-09-26,3918.0,3970.0,3850.61,3888.03,39095846.8
2017-09-27,3888.03,4226.73,3870.0,4199.29,61138922.31
2017-09-28,4199.29,4270.01,4123.5,4184.84,40228821.54
2017-09-29,4184.84,4227.62,4022.02,4164.82,50174093.2
2017-09-30,4164.82,4349.0,4154.28,4326.09,32022657.82
2017-10-01,4326.09,4377.22,4216.0,4377.22,30767188.12
2017-10-02,4377.22,4453.0,4352.0,4391.48,36284325.23
2017-10-03,4391.48,4425.0,4218.0,4315.83,53430721.04
2017-10-04,4315.83,4343.0,4170.07,4219.53,35967135.01
2017-10-05,4219.53,4358.97,4137.96,4301.09,35843264.32
2017-10-06,4301.09,4425.0,4278.4,4362.95,36536990.19
2017-10-07,4362.95,4463.0,4312.82,4423.3,20225980.37
2017-10-08,4423.3,4612.0,4404.5,4597.98,45437977.1
2017-10-09,4597.98,4865.0,4541.0,4764.7,60364606.58
2017-10-10,4764.7,4909.97,4700.0,4749.29,56048025.67
2017-10-11,4749.29,4869.78,4700.0,4822.01,47163032.6
2017-10-12,4822.01,5445.0,4793.66,5445.0,102397248.43
2017-10-13,5445.0,5846.43,5380.0,5653.6,155680854.0
2017-10-14,5653.6,5817.34,5558.26,5801.29,47682043.42
2017-10-15,5801.29,5830.0,5415.0,5679.7,64387164.5
2017-10-16,5679.7,5807.11,5548.0,5745.72,51432597.47
2017-10-17,5745.72,5776.31,5506.78,5597.31,50937177.61
2017-10-18,5597.31,5617.75,5101.36,5582.05,101403785.99
2017-10-19,5582.05,5735.14,5512.06,5698.69,55881257.79
2017-10-20,5698.69,6074.0,5589.8,5977.29,88681234.35
2017-10-21,5977.29,6180.0,5871.0,6013.46,92596831.55
2017-10-22,6013.46,6071.07,5700.0,5969.0,71783836.81
2017-10-23,5969.0,6045.34,5617.75,5871.17,89096118.44
2017-10-24,5871.17,5871.17,5453.01,5523.4,97431687.22
2017-10-25,5523.4,5748.0,5366.0,5735.88,68165895.28
2017-10-26,5735.88,5988.0,5683.0,5890.0,68819732.17
2017-10-27,5890.0,5994.06,5674.06,5771.89,68864252.31
2017-10-28,5771.89,5875.66,5646.18,5730.69,33910959.44
2017-10-29,5730.69,6316.85,5683.0,6137.37,96245243.8
2017-10-30,6137.37,6229.77,6024.03,6119.99,58628072.74
2017-10-31,6119.99,6449.78,6072.81,6434.21,84132031.05
2017-11-01,6434.21,6756.36,6340.01,6741.59,84730388.78
2017-11-02,6741.59,7354.1,6700.0,7030.0,184478482.71
2017-11-03,7030.0,7500.0,6925.22,7146.82,115885350.37
2017-11-04,7146.82,7569.9,6994.0,7388.83,66574400.23
2017-11-05,7388.83,7590.0,7275.16,7372.72,68578104.7
2017-11-06,7372.72,7421.39,6922.07,6967.68,138309426.6
2017-11-07,6967.68,7244.69,6945.0,7130.28,82573875.36
2017-11-08,7130.28,7888.0,7080.01,7450.32,182900719.5
2017-11-09,7450.32,7490.0,7061.2,7148.0,106479695.18
2017-11-10,7148.0,7343.18,6429.44,6588.18,180472185.39
2017-11-11,6588.18,6820.0,6218.0,6355.13,96465935.17
2017-11-12,6355.13,6488.88,5555.55,5870.37,224990004.1
2017-11-13,5870.37,6775.75,5846.0,6525.17,173725919.53
2017-11-14,6525.17,6750.0,6466.88,6609.0,79508390.54
2017-11-15,6609.0,7350.0,6609.0,7294.0,119171192.38
2017-11-16,7294.0,7976.79,7120.85,7846.96,145738327.49
2017-11-17,7846.96,7997.0,7528.5,7674.99,138124189.43
2017-11-18,7674.99,7858.0,7431.54,7771.03,56264967.21
2017-11-19,7771.03,8087.35,7675.0,8016.58,65332064.65
2017-11-20,8016.58,8269.99,7900.0,8226.17,66366007.81
2017-11-21,8226.17,8354.46,7770.0,8095.23,110809826.43
2017-11-22,8095.23,8310.89,8045.76,8214.69,66215711.71
2017-11-23,8214.69,8279.76,7980.0,7989.0,63644740.39
2017-11-24,7989.0,8340.0,7876.0,8199.19,75751868.75
2017-11-25,8199.19,8737.0,8114.78,8717.99,97628924.79
2017-11-26,8717.99,9366.6,8538.2,9271.06,108525815.45
2017-11-27,9271.06,9721.7,9267.0,9708.07,126458117.67
2017-11-28,9708.07,9968.0,9582.25,9868.82,110496755.85
2017-11-29,9868.82,11395.0,9289.0,9824.68,307124764.72
2017-11-30,9824.68,10618.29,9000.0,9947.67,247093850.76
2017-12-01,9947.67,10949.89,9370.11,10840.45,171881760.62
2017-12-02,10840.45,11200.0,10637.69,10872.0,101270084.38
2017-12-03,10872.0,11800.01,10513.16,11250.0,160176290.44
2017-12-04,11250.0,11613.07,10850.0,11613.07,154122917.9
2017-12-05,11613.07,11850.0,11384.25,11677.0,127101844.05
2017-12-06,11677.0,13700.0,11659.8,13623.5,250560790.3
2017-12-07,13623.5,16615.62,13085.9,16599.99,362107737.05
2017-12-08,16599.99,16666.66,13482.42,15800.0,389366035.09
2017-12-09,15800.0,15998.5,12701.05,14607.49,227938370.13
2017-12-10,14607.49,15385.0,13011.0,14691.0,263150668.0
2017-12-11,14691.0,17270.0,14677.19,16470.0,270203844.28
2017-12-12,16470.0,17428.42,15967.29,16650.01,210743301.62
2017-12-13,16650.01,17107.03,15497.69,16250.0,281640493.79
2017-12-14,16250.0,16830.45,15852.69,16404.99,219263192.46
2017-12-15,16404.99,17934.0,16337.19,17471.5,329337014.76
2017-12-16,17471.5,19377.0,17269.99,19187.78,179906034.64
2017-12-17,19187.78,19666.0,18465.0,18953.0,186310530.76
2017-12-18,18953.0,19220.0,17835.2,18940.57,273533539.4
2017-12-19,18940.57,19160.79,16831.26,17700.0,387206242.38
2017-12-20,17700.0,17950.0,15343.04,16466.98,521350550.61
2017-12-21,16466.98,17281.17,15005.0,15600.01,326730689.65
2017-12-22,15600.01,15795.61,11159.93,14009.79,772329454.8
2017-12-23,14009.79,15756.22,13496.48,14619.0,322120599.56
2017-12-24,14619.0,14619.1,12488.0,14157.87,250476423.64
2017-12-25,14157.87,14650.0,13210.0,13911.28,161347357.08
2017-12-26,13911.28,16147.87,13746.95,15764.44,230922569.15
2017-12-27,15764.44,16480.52,14484.0,15364.93,241860985.13
2017-12-28,15364.93,15474.19,13500.0,14470.07,234428578.54
2017-12-29,14470.07,15111.0,13998.0,14340.0,195727638.77
2017-12-30,14340.0,14463.28,12050.0,12640.0,285985550.32
2017-12-31,12640.0,14296.06,12491.21,13880.0,154552644.47
2018-01-01,13880.0,13941.75,12801.38,13443.41,102815718.45
2018-01-02,13443.41,15257.53,12910.58,14678.94,229138844.08
2018-01-03,14678.94,15500.0,14546.28,15155.62,183639413.74
2018-01-04,15155.62,15430.27,14192.37,15143.67,222160244.49
2018-01-05,15143.67,17200.0,14810.0,16928.0,259695892.85
2018-01-06,16928.0,17234.99,16220.0,17149.67,158389594.51
2018-01-07,17149.67,17149.97,15707.16,16124.02,141555094.16
2018-01-08,16124.02,16300.0,13900.0,14999.99,251991683.91
2018-01-09,14999.99,15367.18,14123.97,14403.51,204579121.58
2018-01-10,14403.51,14900.0,13412.0,14890.02,261210687.03
2018-01-11,14890.02,14973.07,12800.0,13243.83,266846190.81
2018-01-12,13243.83,14152.19,12807.27,13781.41,183399343.52
2018-01-13,13781.41,14619.1,13781.41,14197.78,106595650.09
2018-01-14,14197.78,14365.81,13072.22,13647.99,102783826.66
2018-01-15,13647.99,14394.36,13429.25,13607.04,131049852.36
2018-01-16,13607.04,13607.04,10162.0,11386.34,457725763.37
2018-01-17,11386.34,11794.07,9222.0,11191.35,433168120.05
2018-01-18,11191.35,12146.0,10693.0,11247.57,256082649.98
2018-01-19,11247.57,12050.39,11025.18,11552.0,151834406.42
2018-01-20,11552.0,13052.12,11515.94,12775.99,128912075.53
2018-01-21,12775.99,12791.88,11100.0,11558.87,137150604.64
2018-01-22,11558.87,11910.78,10028.41,10808.99,186028930.55
2018-01-23,10808.99,11409.87,9927.54,10851.82,184369293.73
2018-01-24,10851.82,11500.0,10488.13,11400.96,128825119.68
2018-01-25,11400.96,11741.82,10868.57,11155.54,115421975.03
2018-01-26,11155.54,11635.0,10263.32,11092.95,164020352.52
2018-01-27,11092.95,11630.47,10815.84,11446.54,116376809.52
2018-01-28,11446.54,11989.15,11360.52,11685.58,116531522.53
2018-01-29,11685.58,11820.01,10991.0,11162.62,112806531.76
2018-01-30,11162.62,11222.36,9731.2,9971.0,219169216.36
2018-01-31,9971.0,10324.0,9514.96,10149.0,126723437.34
2018-02-01,10149.0,10187.56,8455.0,8998.99,243067799.6
2018-02-02,8998.99,9096.79,7625.25,8838.83,426760116.12
2018-02-03,8838.83,9491.2,8170.71,9225.86,144713399.47
2018-02-04,9225.86,9350.09,7825.0,8191.0,162005632.56
2018-02-05,8191.0,8335.56,6600.0,6874.27,342210634.65
2018-02-06,6874.27,8150.0,5920.72,7737.37,487504446.04
2018-02-07,7737.37,8649.0,7213.8,7588.01,260674865.84
2018-02-08,7588.01,8644.36,7565.5,8259.76,187157997.66
2018-02-09,8259.76,8779.62,7753.32,8693.98,152040059.86
2018-02-10,8693.98,9090.8,8170.86,8560.0,127082570.69
2018-02-11,8560.0,8560.0,7820.0,8067.0,103542540.61
2018-02-12,8067.0,8995.0,8067.0,8899.0,130557481.61
2018-02-13,8899.0,8951.89,8360.13,8522.99,97689771.64
2018-02-14,8522.99,9515.0,8504.57,9490.98,158839393.25
2018-02-15,9490.98,10234.0,9350.0,10018.0,206814744.85
2018-02-16,10018.0,10300.0,9707.51,10196.0,118860367.74
2018-02-17,10196.0,11135.83,10053.5,11101.0,155314935.18
2018-02-18,11101.0,11300.0,10153.15,10421.06,188724919.34
2018-02-19,10421.06,11262.48,10307.51,11173.0,127802568.07
2018-02-20,11173.0,11780.0,11080.37,11233.41,182156478.02
2018-02-21,11233.41,11275.74,10256.0,10449.4,215353691.94
2018-02-22,10449.4,10935.0,9731.2,9843.34,206051152.36
2018-02-23,9843.34,10405.3,9600.0,10166.1,160782973.05
2018-02-24,10166.1,10540.63,9373.48,9689.99,137805304.52
2018-02-25,9689.99,9883.41,9260.0,9590.04,105367249.25
2018-02-26,9590.04,10461.97,9376.34,10324.7,162306362.39
2018-02-27,10324.7,10850.0,10150.0,10566.3,110086762.8
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74905816
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.66514611
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.09790086
2018-03-03,11032.81,11503.24,11022.85,11445.0,7786.26753951
2018-03-04,11445.0,11511.0,11054.91,11463.27,6831.63070279
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.67623336
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949313
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51184803
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42746991
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684454
2018-03-10,9228.83,9514.96,8697.0,8791.47,12886.58857926
2018-03-11,8795.04,9768.37,8450.0,9535.04,16407.54237557
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02057959
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47534639
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.0231358
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61138793
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62433531
2018-03-17,8258.54,8356.4,7730.23,7860.83,12048.6688914
2018-03-18,7860.83,8324.92,7325.37,8188.24,19547.36114711
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08835883
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.8222604
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713332
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392229
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486097
2018-03-24,8917.99,9020.0,8505.0,8547.0,9731.98236841
2018-03-25,8541.96,8680.0,8368.63,8453.9,9155.91214778
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.4153393
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028422
2018-03-28,7791.69,8104.98,7723.03,7932.41,8437.64467971
2018-03-29,7932.41,7968.0,6914.53,7088.38,22138.11413228
2018-03-30,7086.14,7302.35,6550.0,6850.0,29101.44802706
2018-03-31,6839.63,7231.73,6794.26,6928.62,11579.59705718
2018-04-01,6926.5,7045.71,6427.16,6813.52,18046.94087395
2018-04-02,6816.31,7106.5,6759.96,7052.76,13624.16035566
2018-04-03,7052.75,7506.84,7001.28,7416.27,16089.54162903
2018-04-04,7415.53,7430.0,6710.38,6799.95,15779.20246661
2018-04-05,6799.37,6928.7,6578.95,6771.69,11894.53597807
2018-04-06,6771.3,6850.0,6510.0,6618.33,8478.41806897
2018-04-07,6627.7,7069.13,6600.99,6904.9,7683.0416526
2018-04-08,6904.21,7104.52,6894.8,7027.26,4352.69794202
2018-04-09,7027.26,7175.83,6611.49,6780.1,10103.91621615
2018-04-10,6782.39,6900.0,6653.21,6835.67,6480.19276418
2018-04-11,6824.75,6984.92,6809.26,6940.94,5825.41064556
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.3803344
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275077
2018-04-14,7885.9,8232.14,7835.0,8000.41,8935.53071477
2018-04-15,8003.39,8417.0,8001.23,8354.22,7542.84081564
2018-04-16,8353.43,8424.99,7905.0,8048.15,10866.60295749
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.15121538
2018-04-18,7890.87,8235.0,7870.35,8172.84,9227.20459808
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.84632763
2018-04-20,8273.0,8934.0,8216.9,8861.0,16059.62267134
2018-04-21,8865.78,9023.4,8608.0,8920.71,15336.30792743
2018-04-22,8924.93,9036.52,8760.0,8789.96,9346.45175925
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.1177149
2018-04-24,8942.0,9737.16,8930.0,9648.0,20460.50898304
2018-04-25,9648.36,9755.53,8751.0,8864.99,33035.90404482
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.96970211
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51437547
2018-04-28,8916.54,9442.34,8854.47,9345.11,15558.40230193
2018-04-29,9352.97,9538.75,9180.0,9393.99,10940.71803063
2018-04-30,9396.32,9443.96,9111.0,9242.17,8085.68829456
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.2639605
2018-05-02,9066.9,9259.16,8975.23,9222.0,10575.17497792
2018-05-03,9220.0,9799.99,9165.19,9732.43,11670.79957863
2018-05-04,9737.0,9784.73,9527.38,9696.57,7326.05207111
2018-05-05,9689.0,9948.98,9670.68,9823.28,7403.10502352
2018-05-06,9827.04,9918.41,9375.0,9623.54,8155.5768566
2018-05-07,9621.99,9634.5,9175.0,9359.52,13616.3485933
2018-05-08,9356.79,9450.0,9015.0,9167.69,11418.31053651
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83432539
2018-05-10,9308.49,9393.0,8987.74,9020.99,11764.9775057
2018-05-11,9007.19,9018.38,8351.0,8411.42,20383.92660992
2018-05-12,8408.79,8652.8,8208.81,8481.6,15464.92940302
2018-05-13,8481.72,8775.9,8335.56,8696.58,9835.22450915
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.93709627
2018-05-15,8674.53,8865.0,8400.0,8474.99,12391.83198691
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12321984
2018-05-17,8337.77,8500.0,7980.0,8067.03,8259.12452442
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.20388348
2018-05-19,8248.99,8395.0,8141.08,8231.2,3784.07576637
2018-05-20,8225.55,8590.0,8170.71,8518.48,5314.99889979
2018-05-21,8518.64,8589.1,8320.0,8391.76,6126.97105348
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.06078693
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129337
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524358
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331121
2018-05-26,7459.21,7622.87,7276.04,7335.99,4043.55765023
2018-05-27,7335.99,7412.57,7213.09,7347.39,3144.45110906
2018-05-28,7348.64,7445.0,7084.99,7112.5,6583.63252959
2018-05-29,7112.2,7537.0,7026.9,7469.45,11049.92099287
2018-05-30,7469.45,7559.0,7273.89,7375.73,8940.4540053
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.00726931
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.6275727
2018-06-02,7511.72,7700.0,7438.92,7642.0,4012.16875521
2018-06-03,7642.0,7790.69,7581.03,7703.67,4729.21008365
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.5513527
2018-06-05,7494.99,7685.0,7360.0,7617.98,9968.45508961
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.05577232
2018-06-07,7658.99,7750.0,7618.99,7689.28,7545.00925066
2018-06-08,7676.41,7697.0,7542.0,7618.11,4676.55832777
2018-06-09,7618.11,7686.45,7468.31,7492.7,2713.78104511
2018-06-10,7498.0,7498.0,6627.7,6781.17,14392.69540615
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423218
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5994997
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50457858
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821156
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.20678871
2018-06-16,6390.6,6557.81,6333.63,6487.92,3553.69972603
2018-06-17,6487.92,6575.35,6429.23,6453.41,2828.75680848
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.1743975
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.67979628
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.76884592
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.32442832
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405465
2018-06-23,6055.17,6261.0,6048.54,6177.38,4585.87147205
2018-06-24,6169.91,6255.05,5780.0,6153.4,11423.59392896
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.68930701
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.62208792
2018-06-27,6073.99,6181.11,5985.0,6135.64,7446.86155074
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.39857291
2018-06-29,5845.2,6299.0,5774.72,6204.24,12067.37316767
2018-06-30,6204.01,6510.0,6190.28,6385.71,6915.08887702
2018-07-01,6385.75,6438.55,6259.34,6349.99,4160.70556721
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.80247408
2018-07-03,6605.46,6666.0,6464.39,6507.99,5924.86541706
2018-07-04,6507.99,6792.28,6413.2,6584.25,6706.7340062
2018-07-05,6575.62,6700.0,6445.31,6533.69,7692.21577694
2018-07-06,6533.69,6636.15,6449.76,6596.53,5457.67218749
2018-07-07,6604.74,6820.0,6510.0,6759.99,4842.79587112
